"gene","donor_id","biosample_id","condition2","celltype","n_cells","mean_log_norm_expr","pct_expr"
"COL6A3","C7","Control disease free carotid tissue","control","Macrophage",4,0,0
"COL6A3","C7","Control disease free carotid tissue","control","Pericyte",63,0.456932327668157,0.222222222222222
"COL6A3","C7","Control disease free carotid tissue","control","Unknown1",39,0.299674310203871,0.153846153846154
"COL6A3","C7","Control disease free carotid tissue","control","Unknown2",19,1.11090812851271,0.421052631578947
"COL6A3","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0.17686991801223,0.065359477124183
"PTPRC","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,0.0409351022786182,0.0212765957446809
"PTPRC","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,0,0
"PTPRC","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,1.62646371001414,0.580645161290323
"PTPRC","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,1.27757713212168,0.524752475247525
"PTPRC","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"PTPRC","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,0.0339024130661599,0.0141150922909881
"PTPRC","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,0,0
"PTPRC","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,0,0
"PTPRC","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,1.70393679131788,0.620689655172414
"PTPRC","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,1.25073978859819,0.509803921568627
"PTPRC","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0,0
"PTPRC","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,0.0427872893155669,0.0183435241801001
"PTPRC","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,0.114631837678344,0.0454545454545455
"PTPRC","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,0.0831585815520123,0.0384615384615385
"PTPRC","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,2.11395507784752,0.75
"PTPRC","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,1.75025577114622,0.778455284552846
"PTPRC","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0,0
"PTPRC","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.369241486516939,0.135416666666667
"PTPRC","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,0.286533334529984,0.16
"PTPRC","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,0.0235271340455534,0.0123456790123457
"PTPRC","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,2.18704161095018,0.763157894736842
"PTPRC","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,1.77785144459413,0.818181818181818
"PTPRC","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0,0
"PTPRC","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0.301730418513586,0.122641509433962
"PTPRC","C7","Control disease free carotid tissue","control","Endothelial",156,0,0
"PTPRC","C7","Control disease free carotid tissue","control","Lymphocyte",10,2.94798798930943,1
"PTPRC","C7","Control disease free carotid tissue","control","Macrophage",4,0.732538255479741,0.25
"PTPRC","C7","Control disease free carotid tissue","control","Pericyte",63,0,0
"PTPRC","C7","Control disease free carotid tissue","control","Unknown1",39,0,0
"PTPRC","C7","Control disease free carotid tissue","control","Unknown2",19,0,0
"PTPRC","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0,0
"CD3D","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,0,0
"CD3D","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,0,0
"CD3D","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0.154759806163164,0.0645161290322581
"CD3D","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,0.0282247702033023,0.0099009900990099
"CD3D","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"CD3D","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,0,0
"CD3D","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,0,0
"CD3D","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,0,0
"CD3D","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,0.105916816870068,0.0344827586206897
"CD3D","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,0.0280999350366817,0.00980392156862745
"CD3D","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0,0
"CD3D","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,0,0
"CD3D","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,0,0
"CD3D","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,0,0
"CD3D","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,0.088015388064112,0.0357142857142857
"CD3D","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,0,0
"CD3D","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0,0
"CD3D","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0,0
"CD3D","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,0,0
"CD3D","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,0,0
"CD3D","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,0.0956854168116582,0.0394736842105263
"CD3D","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,0.00671094378764658,0.00395256916996047
"CD3D","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0,0
"CD3D","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0,0
"CD3D","C7","Control disease free carotid tissue","control","Endothelial",156,0,0
"CD3D","C7","Control disease free carotid tissue","control","Lymphocyte",10,0.17063043852994,0.1
"CD3D","C7","Control disease free carotid tissue","control","Macrophage",4,0,0
"CD3D","C7","Control disease free carotid tissue","control","Pericyte",63,0,0
"CD3D","C7","Control disease free carotid tissue","control","Unknown1",39,0,0
"CD3D","C7","Control disease free carotid tissue","control","Unknown2",19,0,0
"CD3D","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0,0
"CD3E","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,0,0
"CD3E","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,0,0
"CD3E","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0.386080961376468,0.161290322580645
"CD3E","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,0,0
"CD3E","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"CD3E","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,0.0024169686074017,0.001085776330076
"CD3E","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,0,0
"CD3E","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,0,0
"CD3E","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,0.420378833015822,0.172413793103448
"CD3E","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,0,0
"CD3E","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0,0
"CD3E","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,0.00215897122707893,0.00111172873818788
"CD3E","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,0,0
"CD3E","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,0,0
"CD3E","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,0.231239419325093,0.107142857142857
"CD3E","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,0,0
"CD3E","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0,0
"CD3E","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.00894512487793608,0.00520833333333333
"CD3E","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,0,0
"CD3E","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,0,0
"CD3E","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,0.467248761067389,0.184210526315789
"CD3E","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,0,0
"CD3E","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0,0
"CD3E","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0,0
"CD3E","C7","Control disease free carotid tissue","control","Endothelial",156,0,0
"CD3E","C7","Control disease free carotid tissue","control","Lymphocyte",10,0.399731677479734,0.2
"CD3E","C7","Control disease free carotid tissue","control","Macrophage",4,0,0
"CD3E","C7","Control disease free carotid tissue","control","Pericyte",63,0,0
"CD3E","C7","Control disease free carotid tissue","control","Unknown1",39,0,0
"CD3E","C7","Control disease free carotid tissue","control","Unknown2",19,0,0
"CD3E","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0,0
"IL7R","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,0,0
"IL7R","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,0,0
"IL7R","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,1.44047232147188,0.516129032258065
"IL7R","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,0.0507941671640969,0.0198019801980198
"IL7R","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"IL7R","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,0.0158988187986263,0.00705754614549403
"IL7R","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,0,0
"IL7R","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,0,0
"IL7R","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,1.19741294978551,0.448275862068966
"IL7R","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,0.0553961648453439,0.0196078431372549
"IL7R","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0,0
"IL7R","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,0.0182012205555566,0.00778210116731518
"IL7R","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,0.0556406474921859,0.0303030303030303
"IL7R","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,0.0114563511909092,0.00641025641025641
"IL7R","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,1.35696381431068,0.5
"IL7R","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,0.0591754262429522,0.0304878048780488
"IL7R","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0,0
"IL7R","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.0469642727022397,0.015625
"IL7R","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,0.0603394829590834,0.04
"IL7R","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,0.044316849114496,0.0246913580246914
"IL7R","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,1.27223665926637,0.447368421052632
"IL7R","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,0.0484942525552243,0.0276679841897233
"IL7R","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0,0
"IL7R","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0.0551217029518888,0.0188679245283019
"IL7R","C7","Control disease free carotid tissue","control","Endothelial",156,0,0
"IL7R","C7","Control disease free carotid tissue","control","Lymphocyte",10,0.781947134730078,0.3
"IL7R","C7","Control disease free carotid tissue","control","Macrophage",4,0,0
"IL7R","C7","Control disease free carotid tissue","control","Pericyte",63,0,0
"IL7R","C7","Control disease free carotid tissue","control","Unknown1",39,0,0
"IL7R","C7","Control disease free carotid tissue","control","Unknown2",19,0,0
"IL7R","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0,0
"LYZ","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,0,0
"LYZ","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,0,0
"LYZ","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0,0
"LYZ","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,0.0865535021008523,0.0396039603960396
"LYZ","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"LYZ","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,0.00108373490396682,0.000542888165038002
"LYZ","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,0.0308220026864276,0.02
"LYZ","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,0,0
"LYZ","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,0,0
"LYZ","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,0.0611518008608926,0.0294117647058824
"LYZ","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0,0
"LYZ","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,0,0
"LYZ","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,0.172787210604275,0.0757575757575758
"LYZ","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,0.0307580712899541,0.0192307692307692
"LYZ","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,0.148713630778853,0.0625
"LYZ","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,0.352678154190438,0.186991869918699
"LYZ","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0.380236865369073,0.1875
"LYZ","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.203129723406437,0.0833333333333333
"LYZ","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,0,0
"LYZ","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,0.068538487966774,0.037037037037037
"LYZ","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,0.0233322611391062,0.0131578947368421
"LYZ","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,0.369515577284725,0.197628458498024
"LYZ","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0,0
"LYZ","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0.157135863645964,0.0660377358490566
"LYZ","C7","Control disease free carotid tissue","control","Endothelial",156,0,0
"LYZ","C7","Control disease free carotid tissue","control","Lymphocyte",10,0,0
"LYZ","C7","Control disease free carotid tissue","control","Macrophage",4,0,0
"LYZ","C7","Control disease free carotid tissue","control","Pericyte",63,0,0
"LYZ","C7","Control disease free carotid tissue","control","Unknown1",39,0,0
"LYZ","C7","Control disease free carotid tissue","control","Unknown2",19,0,0
"LYZ","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0,0
"MSR1","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,0.0628502736314403,0.0212765957446809
"MSR1","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,0,0
"MSR1","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0.100609876059524,0.032258064516129
"MSR1","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,1.39248054116429,0.544554455445545
"MSR1","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0,0
"MSR1","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,0.0276132522105013,0.0124864277958741
"MSR1","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,0.0611590894623044,0.02
"MSR1","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,0,0
"MSR1","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,0,0
"MSR1","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,1.51209976832919,0.588235294117647
"MSR1","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0.431725602416344,0.25
"MSR1","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,0.0376058839228258,0.0172317954419122
"MSR1","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,0.149375982451344,0.0606060606060606
"MSR1","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,0.0490453390327192,0.0256410256410256
"MSR1","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,0.232023044895535,0.107142857142857
"MSR1","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,1.88855117880564,0.788617886178862
"MSR1","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0.318367958992027,0.1875
"MSR1","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.412339795191499,0.15625
"MSR1","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,0.100113300407409,0.04
"MSR1","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,0.0515622666637732,0.0246913580246914
"MSR1","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,0.155935753265314,0.0657894736842105
"MSR1","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,2.04804741649957,0.861660079051383
"MSR1","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0.155804594130162,0.1
"MSR1","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0.232796917878332,0.0849056603773585
"MSR1","C7","Control disease free carotid tissue","control","Endothelial",156,0,0
"MSR1","C7","Control disease free carotid tissue","control","Lymphocyte",10,0,0
"MSR1","C7","Control disease free carotid tissue","control","Macrophage",4,0.662415297334573,0.25
"MSR1","C7","Control disease free carotid tissue","control","Pericyte",63,0.086531005210165,0.0476190476190476
"MSR1","C7","Control disease free carotid tissue","control","Unknown1",39,0.0425800095830877,0.0256410256410256
"MSR1","C7","Control disease free carotid tissue","control","Unknown2",19,0,0
"MSR1","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0.0485774178635225,0.0196078431372549
"MRC1","751","Symptomatic carotid plaque 1A","disease","Endothelial",47,0.0542656920151048,0.0212765957446809
"MRC1","751","Symptomatic carotid plaque 1A","disease","Fibroblast",6,0,0
"MRC1","751","Symptomatic carotid plaque 1A","disease","Lymphocyte",31,0.0482841294208468,0.032258064516129
"MRC1","751","Symptomatic carotid plaque 1A","disease","Macrophage",101,2.37305452679743,0.782178217821782
"MRC1","751","Symptomatic carotid plaque 1A","disease","Pericyte",3,0.776199527658132,0.333333333333333
"MRC1","751","Symptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",1842,0.0851134174111474,0.0385450597176982
"MRC1","751","Symptomatic carotid plaque 1B","disease","Endothelial",50,0.0593571311195101,0.02
"MRC1","751","Symptomatic carotid plaque 1B","disease","Fibroblast",6,0,0
"MRC1","751","Symptomatic carotid plaque 1B","disease","Lymphocyte",29,0,0
"MRC1","751","Symptomatic carotid plaque 1B","disease","Macrophage",102,2.37151777545944,0.784313725490196
"MRC1","751","Symptomatic carotid plaque 1B","disease","Pericyte",4,0,0
"MRC1","751","Symptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",1799,0.0627082166109403,0.0294608115619789
"MRC1","826","Asymptomatic carotid plaque 1A","disease","Endothelial",66,0.149770872138217,0.0757575757575758
"MRC1","826","Asymptomatic carotid plaque 1A","disease","Fibroblast",156,0,0
"MRC1","826","Asymptomatic carotid plaque 1A","disease","Lymphocyte",112,0.0810601304536951,0.0357142857142857
"MRC1","826","Asymptomatic carotid plaque 1A","disease","Macrophage",492,0.426260644086652,0.211382113821138
"MRC1","826","Asymptomatic carotid plaque 1A","disease","Pericyte",16,0,0
"MRC1","826","Asymptomatic carotid plaque 1A","disease","Vascular Smooth Muscle",192,0.0542804277456209,0.0208333333333333
"MRC1","826","Asymptomatic carotid plaque 1B","disease","Endothelial",25,0.37942568214289,0.2
"MRC1","826","Asymptomatic carotid plaque 1B","disease","Fibroblast",81,0.0186232972095937,0.0123456790123457
"MRC1","826","Asymptomatic carotid plaque 1B","disease","Lymphocyte",76,0.102810188072832,0.0394736842105263
"MRC1","826","Asymptomatic carotid plaque 1B","disease","Macrophage",253,0.495693072627287,0.241106719367589
"MRC1","826","Asymptomatic carotid plaque 1B","disease","Pericyte",10,0.155804594130162,0.1
"MRC1","826","Asymptomatic carotid plaque 1B","disease","Vascular Smooth Muscle",106,0.0296508076140738,0.00943396226415094
"MRC1","C7","Control disease free carotid tissue","control","Endothelial",156,0,0
"MRC1","C7","Control disease free carotid tissue","control","Lymphocyte",10,0,0
"MRC1","C7","Control disease free carotid tissue","control","Macrophage",4,0.732538255479741,0.25
"MRC1","C7","Control disease free carotid tissue","control","Pericyte",63,0,0
"MRC1","C7","Control disease free carotid tissue","control","Unknown1",39,0,0
"MRC1","C7","Control disease free carotid tissue","control","Unknown2",19,0,0
"MRC1","C7","Control disease free carotid tissue","control","Vascular Smooth Muscle",153,0,0
